tree_id,family,genus,species,isTGDR,title,year,authors,lat,lng,icon_type
TGDR001-2116,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Sykes, Robert,Tsai, Chung-jui,Neale, David Brian,Davis, Mark F.,Wegrzyn, Jill L.,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.",46.000,-123.083,parks
TGDR001-2118,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian",46.000,-123.083,parks
TGDR001-2136,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.",46.167,-122.917,parks
TGDR001-2159,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Wegrzyn, Jill L.,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Neale, David Brian",46.333,-122.917,parks
TGDR001-2161,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.",46.333,-122.667,parks
TGDR001-2165,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui",46.333,-122.667,parks
TGDR001-2166,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Neale, David Brian,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui",46.333,-122.667,parks
TGDR001-2175,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Wegrzyn, Jill L.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian",46.333,-122.667,parks
TGDR001-2204,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Neale, David Brian",45.617,-122.583,parks
TGDR001-2213,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian,Choi, Minyoung,Eckert, Andrew J.",45.617,-122.583,parks
TGDR001-2220,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Choi, Minyoung,Eckert, Andrew J.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Wegrzyn, Jill L.",43.750,-122.500,parks
TGDR001-2228,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian",43.750,-122.500,parks
TGDR001-2236,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian,Choi, Minyoung,Eckert, Andrew J.",46.167,-123.083,parks
TGDR001-2257,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Choi, Minyoung,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Davis, Mark F.,Eckert, Andrew J.,Wegrzyn, Jill L.,Tsai, Chung-jui,Neale, David Brian",45.567,-123.000,parks
TGDR001-2283,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Choi, Minyoung,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Lee, Jennifer M JM,Stanton, Brian J",45.833,-123.117,parks
TGDR001-2299,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Davis, Mark F.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Tsai, Chung-jui,Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.",45.833,-122.733,parks
TGDR001-2322,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.,Davis, Mark F.,Tsai, Chung-jui",45.750,-122.750,parks
TGDR001-2327,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Choi, Minyoung,Tsai, Chung-jui,Neale, David Brian,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Wegrzyn, Jill L.,Eckert, Andrew J.",45.333,-122.717,parks
TGDR001-2343,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian,Wegrzyn, Jill L.,Choi, Minyoung",45.250,-122.867,parks
TGDR001-2345,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Neale, David Brian,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.",45.083,-123.033,parks
TGDR001-2351,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Wegrzyn, Jill L.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung",45.083,-123.033,parks
TGDR001-2356,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Davis, Mark F.,Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Tsai, Chung-jui",45.083,-123.033,parks
TGDR001-2358,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Neale, David Brian,Eckert, Andrew J.,Wegrzyn, Jill L.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.",44.833,-123.167,parks
TGDR001-2365,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Wegrzyn, Jill L.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian",44.833,-123.167,parks
TGDR001-2368,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Wegrzyn, Jill L.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung",44.833,-123.167,parks
TGDR001-2392,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Neale, David Brian",44.700,-123.167,parks
TGDR001-2393,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM",44.700,-123.167,parks
TGDR001-2402,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.",44.733,-123.083,parks
TGDR001-2405,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Davis, Mark F.,Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Tsai, Chung-jui",44.733,-123.083,parks
TGDR001-2408,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.",44.733,-123.083,parks
TGDR001-2428,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui",45.417,-122.600,parks
TGDR001-2451,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Eckert, Andrew J.,Wegrzyn, Jill L.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui",45.567,-122.667,parks
TGDR001-2480,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.",45.317,-122.567,parks
TGDR001-2501,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui",45.317,-122.567,parks
TGDR001-2505,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Neale, David Brian,Wegrzyn, Jill L.,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung",45.283,-122.633,parks
TGDR001-2506,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Tsai, Chung-jui,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.",45.283,-122.633,parks
TGDR001-2515,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Neale, David Brian,Tsai, Chung-jui",45.283,-122.633,parks
TGDR001-2518,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian",45.083,-122.750,parks
TGDR001-2525,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Wegrzyn, Jill L.",45.083,-122.750,parks
TGDR001-2529,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Eckert, Andrew J.,Choi, Minyoung,Wegrzyn, Jill L.,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Neale, David Brian",45.083,-122.750,parks
TGDR001-2532,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.",44.417,-123.333,parks
TGDR001-2534,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Wegrzyn, Jill L.,Neale, David Brian,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Eckert, Andrew J.",44.417,-123.333,parks
TGDR001-2538,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Choi, Minyoung,Wegrzyn, Jill L.,Eckert, Andrew J.,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui,Neale, David Brian",44.417,-123.333,parks
TGDR001-2549,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.",44.250,-123.250,parks
TGDR001-2551,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Eckert, Andrew J.,Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Wegrzyn, Jill L.",44.250,-123.250,parks
TGDR001-2572,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Neale, David Brian,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Tsai, Chung-jui",44.083,-123.167,parks
TGDR001-2573,Saliceae,Populus,Populus trichocarpa,true,"Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.",2010,"Tsai, Chung-jui,Wegrzyn, Jill L.,Eckert, Andrew J.,Choi, Minyoung,Lee, Jennifer M JM,Stanton, Brian J,Sykes, Robert,Davis, Mark F.,Neale, David Brian",44.083,-123.167,parks
